price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,condition,grade,sqft_above,sqft_basement,yr_built,zipcode,lat,long,sqft_living15,sqft_lot15,distance_from_downtown_mile,total_sqft_larger_than_neighbours,price_per_sqft,is_renovated
558000,3,2.25,2220,15757,1,0,3,8,1280,940,1982,98074,47.6212,-122.043,2020,14098,13.5,1,31.04,0
364000,4,1,1210,7740,1.5,0,3,7,1210,0,1922,98126,47.5216,-122.374,1100,7740,6.16,1,40.67,0
420000,3,1.75,2390,11242,1,0,3,7,1290,1100,1959,98155,47.7759,-122.272,2270,9650,12.05,1,30.81,0
450000,5,2,1870,7344,1.5,0,3,7,1870,0,1960,98007,47.5951,-122.144,1870,7650,8.79,0,48.84,0
392000,2,1.5,940,5000,1,0,4,7,810,130,1925,98126,47.5375,-122.374,940,5026,5.13,0,65.99,0
100000,4,1,1120,2685,1,0,3,5,860,260,1939,98055,47.4904,-122.203,1120,4838,10.01,0,26.28,0
480000,3,2.5,1250,1103,3,0,3,8,1250,0,2005,98103,47.6619,-122.352,1250,1188,3.96,0,203.99,0
212000,3,1.5,1060,9225,1,0,4,7,1060,0,1955,98003,47.3217,-122.318,1270,9375,19.65,0,20.61,0
560000,5,2.5,2410,8960,1,0,5,7,1600,810,1978,98011,47.7372,-122.2,2410,11514,10.93,0,49.25,0
359950,5,2.75,2844,3990,2,0,3,8,2844,0,2013,98092,47.3259,-122.167,2273,3900,20.83,1,52.67,0
535000,4,2.5,2200,110642,1,0,5,7,1330,870,1979,98077,47.7409,-122.052,2290,51400,16,1,4.74,0
980000,5,4,3460,5400,2,0,3,10,2830,630,2012,98056,47.5201,-122.204,1890,5400,8.42,1,110.61,0
720000,2,1,1580,2199,2,0,3,8,1580,0,1921,98103,47.6541,-122.329,2170,4405,3.31,0,190.53,1
619950,2,1,1520,5400,1,0,3,7,920,600,1951,98115,47.6796,-122.279,1600,5400,5.64,0,89.59,0
489000,3,2.5,2260,19821,2,0,3,9,2260,0,1994,98058,47.448,-122.088,2750,22718,15.77,0,22.15,0
415000,4,2,1800,2970,1,0,4,7,1000,800,1923,98115,47.6833,-122.312,1690,3801,5.4,0,87,0
672500,4,2.5,2650,11108,2,0,3,10,2650,0,1987,98074,47.6304,-122.051,2650,11585,13.19,0,48.88,0
352500,3,1,1000,4171,1,0,3,7,1000,0,1985,98052,47.6834,-122.097,1090,3479,12.17,1,68.17,0
258750,4,2,2300,8400,1,0,4,6,1150,1150,1962,98003,47.3282,-122.332,1230,8400,19.19,1,24.18,0
350000,3,1,1080,7000,1,0,4,6,1080,0,1916,98133,47.7637,-122.351,1410,7214,10.91,0,43.32,0
152000,3,1,902,10464,1,0,3,7,902,0,1965,98198,47.363,-122.308,1510,7210,16.83,1,13.37,0
378500,2,1,730,7528,1,0,3,7,730,0,1946,98115,47.6997,-122.305,1620,7528,6.58,0,45.83,0
1020000,4,1.75,2600,41041,1.5,0,4,8,2600,0,1965,98033,47.6634,-122.172,2750,37318,8.43,1,23.37,0
419000,3,1.5,1570,6700,1,0,4,7,1570,0,1956,98007,47.6022,-122.134,1570,7300,9.23,0,50.67,0
895000,5,3,2876,13927,1,0,4,9,1970,906,1973,98040,47.5528,-122.229,3500,14454,6.05,0,53.26,0
668500,4,2.25,2290,9546,1,0,4,8,1780,510,1976,98006,47.5617,-122.13,2360,8864,9.9,1,56.48,0
487000,2,2.5,1470,2533,2,0,3,8,1470,0,2005,98033,47.6874,-122.165,1470,6511,9.58,0,121.66,0
538000,3,3.5,2620,10137,2,0,3,8,1970,650,1992,98146,47.4979,-122.371,1960,7680,7.69,1,42.17,0
898000,5,1.5,2680,28014,1,0,4,8,1450,1230,1963,98004,47.6348,-122.196,2900,22180,6.63,1,29.26,0
315000,4,2,2020,7767,1,0,3,8,2020,0,1995,98003,47.3391,-122.309,1940,8239,18.47,0,32.19,0
800000,3,2.5,2100,4440,2,0,3,7,2100,0,1945,98116,47.5865,-122.397,2100,6000,3.31,0,122.32,0
516130,3,1.75,1510,8250,1,0,4,8,1510,0,1962,98008,47.6183,-122.113,1770,8250,10.23,0,52.88,0
1600000,3,2.5,2850,19593,1.5,1,3,10,1790,1060,1978,98008,47.5894,-122.111,2850,18782,10.36,1,71.29,0
1200000,4,2.5,4280,12796,2,0,3,11,3400,880,1999,98006,47.5588,-122.124,3520,9593,10.23,1,70.27,0
355425,4,2.5,3238,9112,1,0,4,8,1678,1560,1979,98198,47.4005,-122.311,3056,9668,14.24,0,28.78,0
1160000,3,2.5,2740,5925,2,0,3,10,2740,0,1913,98112,47.6313,-122.303,2740,5948,2.2,0,133.87,1
689000,4,2.5,2020,9600,2,0,4,7,2020,0,1954,98136,47.5434,-122.395,2250,8550,5.23,1,59.29,0
500000,3,3.25,1520,1500,3,0,3,7,1520,0,2000,98107,47.67,-122.389,1520,1323,5.14,1,165.56,0
430000,5,2.5,3860,42733,1,0,4,8,2300,1560,1955,98001,47.3117,-122.254,2520,19353,20.66,1,9.23,0
299500,4,2.25,1600,15312,1,0,4,7,1080,520,1979,98045,47.4629,-121.743,1620,12375,29.19,1,17.71,0
349950,4,2.5,2090,5289,2,0,3,8,2090,0,1989,98058,47.4289,-122.164,2080,7109,14.54,0,47.43,0
1420000,5,3.25,4020,4500,2,0,3,9,3120,900,2010,98004,47.6349,-122.204,3550,5775,6.28,0,166.67,0
998000,4,2.25,2910,10189,2,0,3,9,2910,0,1988,98006,47.5465,-122.155,2780,10125,9.22,1,76.19,0
329000,3,1,900,9600,1,0,4,7,900,0,1970,98072,47.7423,-122.173,1220,8240,11.96,1,31.33,0
575000,3,1.75,1720,5956,2,0,3,8,1720,0,1981,98033,47.6875,-122.202,1620,9324,8.25,0,74.91,0
529900,5,2.25,3030,9430,2,0,4,8,2600,430,1961,98133,47.7515,-122.353,2230,8425,10.08,1,42.53,0
1470000,4,2.5,3030,10189,1,0,3,9,2380,650,2003,98004,47.6367,-122.206,1940,10189,6.23,1,111.2,0
725000,4,1.75,2190,9400,1,0,4,7,1450,740,1962,98033,47.6531,-122.196,1980,9000,7.11,1,62.55,0
286000,3,2.5,1680,5000,2,0,3,8,1680,0,1987,98023,47.3196,-122.395,1720,5000,20.01,0,42.81,0
335000,3,2,1210,9926,1,0,4,7,1210,0,1954,98006,47.5731,-122.135,1690,9737,9.46,0,30.08,1
395300,3,1.5,1120,7000,1,0,3,7,1120,0,1955,98007,47.5987,-122.146,1470,7950,8.68,0,48.68,0
510000,4,2.75,3180,13348,2,0,3,8,3020,160,2004,98019,47.7439,-121.977,3020,10029,19.05,1,30.86,0
203000,3,1,920,7500,1,0,4,7,920,0,1970,98032,47.3791,-122.289,1660,8000,15.81,0,24.11,0
248000,2,1,700,8301,1,0,3,6,700,0,1953,98155,47.7712,-122.323,1250,8304,11.4,0,27.55,0
265000,3,2.25,2540,7216,2,0,3,8,2540,0,1991,98023,47.2906,-122.349,2140,7531,21.81,1,27.16,0
1000000,4,1.5,2100,4560,1.5,0,4,8,2100,0,1912,98103,47.6497,-122.336,1930,4560,3.01,1,150.15,0
1000000,3,1,1540,24500,1.5,0,3,7,1540,0,1949,98125,47.7213,-122.29,1540,7250,8.18,1,38.4,0
241400,3,2,1420,9828,1,0,4,7,1420,0,1990,98010,47.3287,-122.011,1550,7227,24.33,1,21.46,0
309950,4,1.75,1450,10074,1,0,4,7,1450,0,1966,98058,47.4546,-122.182,1340,8023,12.59,1,26.9,0
294010,3,1.75,1550,4057,1,0,3,6,830,720,1945,98106,47.5291,-122.351,1100,4116,5.4,1,52.44,0
345000,3,2.25,1920,9672,2,0,4,8,1920,0,1984,98074,47.6233,-122.046,1950,10125,13.37,0,29.76,0
660000,4,2.5,2510,4543,2,0,3,8,2510,0,2002,98075,47.5962,-122.039,2550,4675,13.66,0,93.58,0
559000,2,2,1660,4500,1,0,3,8,1660,0,2003,98053,47.7094,-122.031,1670,5580,15.71,0,90.75,0
866000,4,3.25,3990,9786,2,0,3,9,3990,0,2004,98053,47.6784,-122.026,3920,8200,15.09,1,62.86,0
770000,3,2,2350,5700,1.5,0,4,8,1810,540,1939,98112,47.639,-122.31,2170,6000,2.49,0,95.65,0
259950,3,1.5,1350,7827,1,0,4,7,1350,0,1968,98030,47.3786,-122.219,1900,7827,16.58,0,28.33,0
352000,5,2.75,2980,9838,1,0,3,7,1710,1270,1968,98030,47.3807,-122.222,2240,9838,16.4,1,27.46,0
2470000,5,4.75,6390,13180,2,0,3,10,4560,1830,1940,98112,47.6312,-122.291,4010,8137,2.58,1,126.21,0
395000,3,2,1590,10229,1,0,3,7,1590,0,1966,98034,47.7239,-122.227,1320,10222,9.48,1,33.42,0
276500,4,1.75,1400,6650,1.5,0,4,6,1400,0,1942,98168,47.4888,-122.332,1120,8645,8.11,0,34.35,0
530000,3,2.25,1880,100623,1.5,0,3,8,1880,0,1987,98024,47.5342,-121.883,2520,21689,21.5,1,5.17,1
798000,4,3.25,3500,10260,2,0,3,10,3500,0,1987,98008,47.5902,-122.13,3500,10658,9.47,0,57.99,0
380000,2,2,1370,5756,1,0,3,8,1370,0,1986,98034,47.714,-122.205,1380,5444,9.5,1,53.33,0
350000,4,2.5,2810,10433,2,0,3,8,2810,0,2001,98022,47.1895,-122.015,2640,9240,32.36,1,26.43,0
325000,3,2.5,2220,6049,2,0,4,8,2220,0,1990,98031,47.3972,-122.182,1980,7226,16.04,0,39.3,0
336000,3,2.5,2110,4549,2,0,4,8,2110,0,1989,98042,47.3885,-122.154,2110,4030,17.17,1,50.46,0
286900,3,2.25,1720,17235,1,0,4,7,1440,280,1974,98042,47.3438,-122.073,1990,35048,21.78,0,15.14,0
472000,5,2.25,1780,7245,1,0,4,8,1330,450,1976,98052,47.6946,-122.12,1780,7653,11.6,0,52.3,0
263000,3,1.75,1410,8100,2,0,3,7,1410,0,1985,98038,47.3617,-122.046,1560,8100,21.52,0,27.66,0
565000,3,3,2110,4000,1,0,4,7,1110,1000,1965,98126,47.5696,-122.375,1730,4000,3.22,1,92.47,0
765000,3,2.5,2700,8444,2,0,3,10,2700,0,1992,98006,47.5597,-122.113,2840,9165,10.7,0,68.65,0
1520000,3,2.25,2610,9409,1,0,4,8,2610,0,1963,98075,47.5789,-122.076,2970,9156,12.07,0,126.47,0
405000,3,2,1660,8174,1,0,3,7,830,830,1981,98034,47.7103,-122.199,1610,9318,9.49,0,41.18,0
1100000,4,3.5,4570,16219,2,0,3,11,4570,0,2002,98075,47.5859,-121.968,4700,16500,17.01,0,52.91,0
555000,3,3,3760,188760,1,0,4,10,2640,1120,1979,98092,47.308,-122.087,2820,50543,23.56,1,2.88,0
305000,3,2.5,1610,3516,2,0,3,8,1610,0,2006,98055,47.4491,-122.188,1610,3056,12.76,1,59.5,0
289950,3,2.25,1740,9370,1,0,3,7,1390,350,1992,98198,47.391,-122.316,1740,7555,14.88,1,26.1,0
487500,5,3.5,3530,218472,2,0,3,7,2380,1150,1999,98019,47.7309,-121.905,2110,211404,21.64,1,2.2,0
96500,3,1,840,12091,1,0,3,6,840,0,1959,98023,47.3281,-122.343,840,9324,19.21,1,7.46,0
150550,4,1,1470,6061,1.5,0,3,7,1470,0,1945,98168,47.4819,-122.289,1230,6175,8.81,1,19.99,0
339000,4,2,2470,5080,1.5,0,3,6,1970,500,1948,98106,47.5308,-122.348,1060,5080,5.26,1,44.9,1
675000,4,1.75,2220,7230,1,0,3,8,1280,940,1950,98125,47.7065,-122.279,2210,7230,7.35,1,71.43,0
615000,3,1.75,1720,4080,1,0,4,7,960,760,1924,98144,47.5747,-122.287,1660,4080,3.02,1,106.03,0
837500,4,2.5,2700,9320,2,0,4,8,2700,0,1994,98033,47.6861,-122.198,2120,8056,8.33,1,69.68,0
250000,2,1,950,11835,1,0,3,5,950,0,1932,98028,47.7494,-122.237,1690,12586,10.83,0,19.55,0
583000,3,2.5,1790,8144,2,0,3,8,1790,0,1989,98074,47.6169,-122.045,1800,7503,13.38,1,58.69,0
499000,3,2.5,1610,1728,3,0,3,8,1610,0,2000,98115,47.6776,-122.318,1540,3090,4.97,0,149.49,0
550000,3,2.5,2290,6328,2,0,3,8,2290,0,2001,98146,47.5103,-122.382,1600,6180,7.02,1,63.82,0
400000,4,2.5,2170,204296,1,0,4,7,2170,0,1980,98022,47.281,-121.933,1760,154202,29.18,1,1.94,0
990400,3,2.5,2100,4097,2,0,3,9,2100,0,2008,98004,47.5983,-122.2,1820,4764,6.17,0,159.82,0
600000,3,2.5,2320,52272,1.5,0,3,8,2320,0,1974,98075,47.587,-122.068,2200,52272,12.37,1,10.99,0
325000,2,1,1120,6236,1,0,4,6,1120,0,1954,98155,47.763,-122.291,1340,7784,10.99,0,44.18,0
265000,3,2.5,1530,6000,2,0,4,7,1530,0,1991,98038,47.3487,-122.036,1360,6000,22.52,1,35.19,0
1620000,3,2.5,3490,9362,1,0,5,9,1770,1720,1960,98105,47.6605,-122.27,3640,7425,4.73,1,126.05,0
347500,3,1.5,1180,8353,1,0,3,7,1180,0,1960,98155,47.7652,-122.274,1710,8748,11.31,0,36.45,0
629000,5,2,2050,3000,1.5,0,3,7,1470,580,1912,98103,47.6864,-122.352,1560,4500,5.61,0,124.55,1
1090000,2,2,2360,11340,1.5,0,3,9,2360,0,1997,98040,47.5835,-122.227,3030,11340,5.14,0,79.56,0
397500,4,2.5,2570,7859,2,0,3,8,2570,0,1992,98038,47.3736,-122.045,2150,7284,20.91,1,38.11,0
404500,2,1,1270,3700,1.5,0,3,7,1270,0,1909,98144,47.5949,-122.307,1980,3200,1.41,0,81.39,0
225000,3,1.5,1250,7500,1,0,3,7,1250,0,1967,98030,47.3719,-122.215,1260,7563,17.08,0,25.71,0
267000,3,2.25,2510,9900,1,0,3,8,1610,900,1978,98023,47.2988,-122.374,1940,8510,21.31,1,21.51,0
800000,4,3.75,2690,4000,2,0,4,9,2120,570,1909,98119,47.6418,-122.372,2830,4000,3.08,0,119.58,1
339000,4,2.5,2900,6918,2,0,3,8,2900,0,2001,98001,47.3504,-122.284,2720,10376,17.8,0,34.53,0
1850000,4,2.5,3830,11972,1,1,3,11,2370,1460,1981,98155,47.7404,-122.284,3080,12297,9.53,1,117.07,0
525000,5,1,1280,3876,1.5,0,3,7,1280,0,1923,98105,47.6605,-122.324,1420,3825,3.77,0,101.82,0
1150000,5,3.5,4350,6218,2,0,3,10,3520,830,2007,98027,47.5396,-121.997,3260,5989,16.27,1,108.82,0
565000,1,1,1370,6250,1.5,0,4,7,1370,0,1921,98136,47.5571,-122.385,1450,6250,4.19,0,74.15,0
387000,2,2.25,1230,1280,2,0,3,8,960,270,2012,98144,47.5942,-122.298,1130,1357,1.79,1,154.18,0
720000,4,2.5,2440,34290,2,0,3,9,2440,0,1987,98053,47.6685,-122.044,2860,38119,14.08,0,19.6,0
1500000,4,3.5,4410,12426,2,0,3,12,3420,990,1996,98006,47.5518,-122.107,4090,12127,11.14,1,89.09,0
235000,2,1,910,7617,1,0,3,6,910,0,1936,98125,47.7332,-122.305,1310,6624,8.86,1,27.56,0
368250,3,2.5,2150,7484,2,0,3,8,2150,0,1988,98074,47.6191,-122.043,2150,6879,13.49,1,38.22,0
1100000,4,3.25,3190,11774,2,1,3,8,2610,580,1956,98178,47.5033,-122.225,2240,8725,8.68,1,73.51,1
215000,4,2.5,2130,4496,2,0,3,7,2130,0,2004,98001,47.3041,-122.28,3220,5400,21,0,32.45,0
648000,4,2.5,2740,9959,2,0,3,9,2740,0,1989,98029,47.5672,-122.011,2630,9905,15.19,1,51.03,0
705000,4,3,3150,9318,2,0,3,9,3150,0,2001,98075,47.5959,-122.018,3150,9318,14.64,0,56.54,0
465000,3,2.25,1450,1540,2,0,3,8,1180,270,2005,98107,47.6685,-122.365,1450,1540,4.57,0,155.52,0
650000,5,2,2400,3500,1.5,0,3,8,1900,500,1911,98103,47.6762,-122.356,1520,4000,4.96,1,110.17,0
335000,4,2.25,2280,7500,1,0,4,7,1140,1140,1963,98198,47.4182,-122.332,1660,8000,12.98,1,34.25,0
640000,4,2,2310,31850,1.5,0,4,8,2310,0,1984,98072,47.7713,-122.122,2710,36042,15.01,0,18.74,0
638250,4,2.5,2460,8029,2,0,3,9,2460,0,1989,98074,47.6262,-122.03,2420,7987,14.13,1,60.85,0
1460000,4,3.5,4200,14353,2,0,3,12,3640,560,1996,98040,47.5331,-122.217,3750,16316,7.36,0,78.69,0
375000,4,2,1620,4600,2,0,3,7,1620,0,1909,98108,47.5533,-122.307,1620,4500,3.84,1,60.29,0
842000,4,1.75,2170,9525,1,0,3,8,2170,0,1960,98040,47.5685,-122.217,1910,9525,5.96,1,72,0
499950,3,2.25,2880,7200,1,0,3,8,1710,1170,1970,98133,47.7707,-122.35,1880,10200,11.39,0,49.6,0
810000,4,2.5,3280,25211,2,0,3,11,3280,0,1985,98074,47.6398,-122.05,3280,25211,13.33,0,28.43,0
310000,5,2,2900,11970,2,0,4,7,2900,0,1969,98072,47.741,-122.095,1260,12398,14.43,1,20.85,0
730000,3,2.5,2160,8809,1,0,3,9,1540,620,2014,98103,47.6994,-122.349,930,5420,6.48,1,66.55,0
637800,4,1.75,2250,4750,1.5,0,4,7,1420,830,1924,98115,47.6738,-122.292,1930,4750,5.03,1,91.11,0
225000,3,1,1340,4800,1.5,0,4,5,1340,0,1903,98055,47.477,-122.209,1240,4800,10.61,1,36.64,0
417500,4,1,1390,10800,1.5,0,4,7,1390,0,1941,98177,47.7248,-122.359,1390,9360,8.28,1,34.25,0
265000,4,2,1600,10160,1,0,4,7,1600,0,1972,98022,47.2015,-122.003,1540,9352,31.9,1,22.53,0
550000,4,2.5,2050,8683,2,0,3,8,2050,0,1987,98074,47.62,-122.043,2010,8744,13.49,0,51.24,0
625700,3,2,2570,159865,1,0,5,7,2570,0,1968,98024,47.5547,-121.892,2010,38322,20.8,1,3.85,0
595000,3,2.5,2660,10637,2,0,3,9,2660,0,1991,98011,47.7383,-122.22,2590,8637,10.5,1,44.75,0
270000,3,1.5,1540,13475,1,0,4,7,1540,0,1972,98059,47.4766,-122.153,1550,13475,12.24,0,17.98,0
739375,5,3,2640,3200,2,0,4,7,2140,500,1906,98112,47.6188,-122.308,1540,2242,1.42,1,126.61,0
357562,2,1.75,1210,1032,2,0,3,8,1210,0,2014,98029,47.5522,-121.999,1210,1090,15.96,0,159.48,0
1010000,4,2.5,3760,29224,2,0,3,11,3760,0,1987,98052,47.7203,-122.128,3930,19916,12.33,1,30.62,0
455000,2,1.75,1350,4286,1,0,3,8,1350,0,2004,98053,47.7171,-122.033,1440,4839,15.88,0,80.73,0
310000,5,2.25,2600,9600,1,0,4,8,1810,790,1969,98023,47.3257,-122.365,2070,9660,19.43,1,25.41,0
415000,3,2.75,3900,111514,2,0,3,6,3460,440,1967,98024,47.5621,-121.924,2460,217800,19.25,0,3.6,0
452000,2,1,1340,8100,1,0,3,8,1340,0,1950,98177,47.7212,-122.364,1680,7752,8.08,1,47.88,0
810000,3,2,1760,16928,1,0,3,7,1760,0,1953,98004,47.6363,-122.202,3430,10059,6.4,1,43.34,0
730001,3,2,1840,4750,1,0,5,7,1010,830,1951,98117,47.6862,-122.395,1760,5510,6.25,0,110.77,0
825000,3,2.25,2980,86636,1,0,3,9,2230,750,1989,98053,47.6627,-122.003,2980,107157,15.8,0,9.21,0
665000,3,2.5,1730,3000,2,0,3,8,1730,0,1996,98103,47.6532,-122.34,1730,1774,3.27,1,140.59,0
327500,4,1.75,1650,7800,1,0,3,8,1650,0,1968,98058,47.4507,-122.139,1750,10400,14.01,0,34.66,0
699950,3,2.5,3370,36218,2,0,4,9,3370,0,1988,98075,47.5855,-121.987,2980,31793,16.13,1,17.68,0
424000,3,2.5,2200,34680,2,0,3,9,2200,0,1985,98092,47.3139,-122.116,2560,35840,22.56,0,11.5,0
657000,4,2.5,2180,3375,1.5,0,4,7,1420,760,1926,98117,47.6846,-122.361,1560,3375,5.58,1,118.27,0
445000,3,1.75,1490,10844,1,0,3,7,1210,280,1974,98008,47.6208,-122.106,2090,9944,10.57,1,36.08,0
450000,3,2.5,1530,762,2,0,3,8,1050,480,2007,98119,47.642,-122.374,1610,1482,3.15,0,196.34,0
350000,3,1,1180,7455,1,0,4,7,1180,0,1964,98034,47.7276,-122.241,1450,8154,9.39,0,40.53,0
460000,4,2.5,2080,17532,2,0,3,9,2080,0,1996,98059,47.4835,-122.136,2550,12560,12.46,1,23.46,0
385000,4,2.5,3200,22651,1,0,5,8,1610,0,1970,98031,47.3931,-122.183,2030,5500,16.27,1,14.89,0
272000,4,2.25,1880,6160,2,0,3,7,1880,0,1993,98023,47.3214,-122.347,1580,6405,19.68,1,33.83,0
535000,3,2.5,2510,5544,2,0,3,7,2510,0,2001,98053,47.6903,-122.042,2660,5614,14.69,0,66.43,0
216500,2,1,1060,5200,1,0,3,6,1060,0,1969,98042,47.3688,-122.08,910,5200,20.17,1,34.58,0
325000,3,2.5,2130,12245,2,0,3,8,2130,0,1989,98042,47.3406,-122.057,1910,12216,22.39,1,22.61,0
420200,3,1.75,1320,7280,1,0,3,7,1320,0,1968,98034,47.7229,-122.18,1370,7800,10.72,0,48.86,0
258000,3,1.75,1040,5650,1,0,5,6,1040,0,1951,98178,47.5111,-122.256,1290,5650,7.46,0,38.57,0
450000,3,2,1150,4500,1.5,0,3,7,1150,0,1917,98103,47.6985,-122.348,1230,5400,6.42,0,79.65,1
720168,4,2.25,2120,3794,2,0,4,7,1420,700,1926,98117,47.6893,-122.359,1420,3840,5.87,1,121.77,0
652000,3,2,2130,5000,1.5,0,5,7,1330,800,1925,98107,47.6746,-122.362,2010,5000,4.92,1,91.44,0
569500,4,2.5,2340,8248,2,0,3,8,2340,0,1989,98074,47.6314,-122.03,2140,9963,14.17,0,53.79,0
411000,4,1.75,2250,292288,1,0,4,7,2250,0,1963,98042,47.3787,-122.091,1550,23798,19.32,1,1.4,0
524950,3,1.75,1890,3825,1,0,3,7,1290,600,1974,98117,47.6831,-122.381,1320,3825,5.78,1,91.85,0
153000,2,1,1140,10152,1,0,3,6,760,380,1942,98155,47.7369,-122.321,1340,10141,9.04,0,13.55,0
775000,3,2.5,2780,5467,2,0,3,9,2780,0,2000,98126,47.5791,-122.378,2630,5000,2.84,1,93.97,0
338500,4,2.5,2390,6111,2,0,3,8,2390,0,1997,98030,47.3677,-122.173,2520,6500,18.06,0,39.82,0
570000,3,1.75,2390,9000,1,0,3,8,1500,890,1975,98052,47.6809,-122.113,2040,9000,11.42,1,50.04,0
653000,3,2,2680,8429,1,0,4,9,1880,800,1950,98038,47.372,-122.036,1570,8640,21.27,1,58.78,1
435000,2,2.5,1560,1222,2,0,3,8,1080,480,2008,98122,47.604,-122.307,1560,2081,1.18,0,156.36,0
207000,2,1,1130,8160,1,0,4,6,1130,0,1952,98168,47.4997,-122.317,1060,6120,7.39,1,22.28,0
540000,2,1,1120,7500,1,0,4,7,1120,0,1971,98008,47.619,-122.096,3040,16940,11.02,0,62.65,0
386000,4,2.25,2050,9583,2,0,3,8,1770,280,1965,98198,47.3978,-122.313,2230,9730,14.42,0,33.18,0
265000,5,2.25,2600,8075,1.5,0,4,8,2600,0,1969,98092,47.2961,-122.188,2200,8800,22.44,0,24.82,0
250000,3,2.25,1050,572,2,0,3,7,740,310,2006,98106,47.5549,-122.363,1260,1062,3.82,0,154.13,0
1700000,3,2,2600,6600,2,0,3,10,1930,670,1970,98122,47.6055,-122.285,2670,6270,2.19,1,184.78,1
455000,4,2.5,2811,7251,2,0,3,9,2811,0,2009,98038,47.3686,-122.058,3040,7250,20.8,0,45.22,0
1800000,4,3.25,4060,13000,2,0,3,11,4060,0,2000,98040,47.581,-122.246,3220,13800,4.37,1,105.51,0
759000,3,2,2260,7200,1,0,3,7,1130,1130,1941,98144,47.5886,-122.288,2260,6000,2.39,1,80.23,0
970000,4,2.75,4430,74358,2,0,3,10,4430,0,1990,98053,47.6392,-121.988,3820,80875,16.17,0,12.31,0
690000,3,2.25,2430,8327,1,0,4,9,1430,1000,1978,98006,47.5534,-122.16,2550,10427,8.81,0,64.14,0
789900,3,2.5,3420,25150,1,0,4,10,1750,1670,1987,98006,47.5706,-122.152,2900,19604,8.74,1,27.65,0
447500,2,1,1180,5100,1.5,0,3,7,1180,0,1926,98103,47.6947,-122.346,980,5100,6.14,1,71.26,0
440000,4,2.25,2010,7575,1,0,3,7,1220,790,1974,98034,47.7328,-122.2,1820,7831,10.68,0,45.91,0
278000,3,2,1230,7789,1,0,3,7,1230,0,1994,98042,47.3718,-122.073,1470,8670,20.2,0,30.82,0
980000,5,2.5,2750,6000,1.5,0,3,8,1750,1000,1904,98103,47.6729,-122.334,1520,4158,4.61,1,112,1
245000,3,2.75,1300,14197,1,0,3,7,860,440,1996,98030,47.3652,-122.183,1550,7596,18.04,1,15.81,0
287000,3,1.5,1150,11475,1,0,3,7,1150,0,1971,98045,47.4629,-121.744,1640,11475,29.15,0,22.73,0
435000,3,1.75,2220,132858,1,0,3,7,1110,1110,1988,98027,47.4853,-122.034,2130,77536,16.21,1,3.22,0
585000,3,2.5,2050,11690,2,0,4,9,2050,0,1989,98059,47.5279,-122.161,2410,10172,9.63,1,42.58,0
616000,4,1.75,1700,5846,1,0,3,8,1700,0,1957,98199,47.6539,-122.408,1480,5177,4.83,1,81.63,0
203000,3,1.75,1610,9000,1,0,4,7,1100,510,1978,98092,47.3187,-122.179,1610,8000,21.1,1,19.13,0
860000,4,2.75,2720,3840,2,0,3,8,1790,930,1920,98107,47.6624,-122.361,1360,3880,4.11,1,131.1,1
833000,4,2.5,2190,12690,1,0,3,8,1170,1020,1973,98033,47.6627,-122.189,2630,10843,7.72,1,55.98,0
565000,4,2.75,2730,6856,2,0,3,8,2730,0,2003,98072,47.7739,-122.164,2520,5569,13.97,1,58.94,0
572500,3,2.5,2490,7589,2,0,3,9,2490,0,1991,98056,47.5355,-122.179,2500,10386,8.64,0,56.8,0
254000,4,2,1510,4235,1,0,3,7,1510,0,1955,98108,47.546,-122.293,1510,4268,4.54,0,44.21,0
1530000,4,4.25,4720,21000,3,0,5,11,4720,0,1971,98177,47.7591,-122.376,3010,20000,10.75,1,59.49,0
900000,4,3,3810,217800,2,0,3,9,3810,0,2003,98077,47.7696,-122.021,2580,217364,18.34,1,4.06,0
899000,3,2.5,1950,3730,2,0,3,9,1950,0,1996,98033,47.6731,-122.199,2080,4000,7.73,0,158.27,0
560000,3,2,1300,6000,1,0,5,7,1300,0,1943,98136,47.5482,-122.392,1230,6000,4.88,1,76.71,0
512500,3,1.75,1610,7200,1,0,3,7,1180,430,1976,98007,47.5966,-122.144,1520,7973,8.78,0,58.17,0
775000,4,2.5,2040,5000,1.5,0,5,7,1180,860,1924,98117,47.6786,-122.36,1540,5000,5.16,1,110.09,0
200000,2,1,700,4700,1,0,5,5,700,0,1953,98056,47.4953,-122.169,960,5200,10.79,0,37.04,0
172000,3,1,970,4700,1,0,4,6,720,250,1943,98106,47.5285,-122.354,1560,4600,5.46,0,30.34,0
219900,3,1,910,6000,1,0,2,6,910,0,1956,98146,47.5065,-122.338,1090,6957,6.89,0,31.82,0
641200,3,1,1060,9123,1,0,3,7,1060,0,1952,98004,47.6218,-122.193,1620,9121,6.56,0,62.97,0
473000,5,3.25,2180,7200,2,0,4,7,2180,0,1982,98034,47.7078,-122.234,1840,7644,8.37,0,50.43,0
540000,3,1.75,2050,9580,1,0,3,8,1400,650,1984,98074,47.6212,-122.038,1740,11952,13.73,0,46.43,0
295000,2,1,750,4500,1,0,3,6,750,0,1945,98122,47.607,-122.297,1540,4000,1.63,0,56.19,0
370000,3,1,800,2296,1,0,4,6,800,0,1908,98103,47.6546,-122.356,1480,1472,3.52,1,119.51,0
