price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,condition,grade,sqft_above,sqft_basement,yr_built,zipcode,lat,long,sqft_living15,sqft_lot15,distance_from_downtown_mile,price_per_sqft,total_sqft_larger_than_neighbours,is_renovated
937500.0,3,1.0,1320,8500,1.0,0,4,7,1320,0,1954,98039,47.6187,-122.226,2790,10800,5.01,95.47,0,0
720000.0,4,2.0,1760,4500,1.5,0,5,7,1760,0,1906,98103,47.6711,-122.331,1740,4220,4.48,115.02,0,0
616000.0,3,3.25,2130,2306,2.0,0,5,7,1420,710,1924,98136,47.5424,-122.391,1560,4500,5.19,138.86,0,0
259000.0,3,2.0,1390,7120,1.0,0,3,7,1390,0,1988,98030,47.3786,-122.179,1530,7688,17.26,30.43,0,0
538000.0,3,1.75,1400,3825,1.5,0,4,6,1100,300,1904,98117,47.6793,-122.393,1720,5100,5.79,102.97,0,0
369950.0,3,1.0,1110,7603,1.0,0,3,7,1110,0,1967,98034,47.7262,-122.224,1260,8094,9.69,42.46,0,0
310000.0,3,2.5,1670,4220,2.0,0,3,7,1670,0,2002,98038,47.3834,-122.028,1670,4238,20.93,52.63,0,0
227500.0,3,1.0,1540,9450,1.0,0,4,7,1540,0,1960,98198,47.3612,-122.315,1210,9450,16.93,20.7,0,0
274000.0,4,2.25,2090,7400,1.0,0,3,9,1670,420,1973,98023,47.3178,-122.38,2260,8000,20.04,28.87,0,0
410000.0,3,2.0,1410,8088,1.0,0,3,7,1410,0,1987,98034,47.7303,-122.227,1770,7401,9.86,43.17,0,0
650000.0,4,2.25,1910,5120,1.0,0,3,8,1300,610,1954,98199,47.6534,-122.409,1810,5153,4.84,92.46,0,0
353000.0,3,2.0,1678,13862,1.0,0,3,7,1678,0,1994,98030,47.3744,-122.19,1550,11753,17.32,22.72,0,0
224975.0,3,1.0,960,12745,1.0,0,4,6,960,0,1977,98038,47.3617,-122.03,1160,10488,21.99,16.42,0,0
600000.0,2,1.75,2080,13054,1.0,0,3,7,2080,0,1951,98155,47.7435,-122.292,2440,13054,9.66,39.65,0,0
437500.0,3,2.25,1790,7700,1.0,0,4,7,1340,450,1976,98034,47.7205,-122.168,1610,7350,10.98,46.1,0,0
567000.0,3,2.5,2540,6093,2.0,0,3,9,2540,0,1999,98034,47.7042,-122.236,2540,5924,8.11,65.68,0,0
225000.0,5,1.5,1790,11656,2.0,0,3,7,1790,0,1963,98198,47.3961,-122.308,2040,9790,14.55,16.73,0,0
255000.0,2,1.0,940,9330,1.0,0,3,6,940,0,1941,98118,47.5445,-122.273,1900,6145,5.07,24.83,0,0
370000.0,2,1.0,900,4600,1.0,0,3,6,900,0,1951,98117,47.6918,-122.361,1060,4600,6.06,67.27,0,0
675000.0,4,1.75,1900,8800,1.0,0,3,8,1140,760,1975,98033,47.6579,-122.197,2280,8800,7.23,63.08,0,0
285000.0,3,1.0,1440,4268,1.0,0,3,7,1040,400,1953,98108,47.5468,-122.293,1370,4268,4.49,49.93,0,0
475000.0,4,2.5,2240,7245,1.0,0,4,7,1140,1100,1972,98034,47.7161,-122.17,1740,7350,10.7,50.08,0,0
895000.0,4,2.25,1950,5950,1.0,0,3,8,1330,620,1947,98109,47.639,-122.347,2600,5593,2.37,113.29,0,0
375000.0,3,1.5,1240,7733,1.0,0,3,6,790,450,1941,98125,47.714,-122.283,1130,7733,7.79,41.79,0,0
349000.0,4,2.5,1830,4694,2.0,0,3,7,1830,0,2003,98038,47.3573,-122.016,1830,5175,22.65,53.49,0,0
650500.0,3,1.75,1740,4400,1.5,0,3,8,1740,0,1903,98122,47.6115,-122.292,1740,4400,1.9,105.94,0,0
760000.0,3,1.75,1410,15120,1.0,0,4,7,1410,0,1950,98004,47.5974,-122.195,1880,15120,6.41,45.98,0,0
480000.0,4,2.75,2050,3960,1.0,0,4,7,1180,870,1986,98116,47.5808,-122.394,1440,5040,3.37,79.87,0,0
689000.0,4,2.75,3220,16145,2.0,0,3,10,3220,0,1993,98075,47.5786,-121.995,3200,12921,15.81,35.58,0,0
415000.0,3,1.75,1960,5000,1.0,0,5,6,980,980,1911,98108,47.5576,-122.317,1790,5000,3.43,59.63,0,0
195000.0,3,1.75,1070,6110,1.0,0,4,7,1070,0,1968,98002,47.3249,-122.207,1350,6148,20.28,27.16,0,0
339950.0,2,1.0,800,3090,1.0,0,4,6,800,0,1925,98118,47.5518,-122.277,1400,3090,4.55,87.39,0,0
215000.0,3,1.0,1260,7897,1.0,0,3,7,1260,0,1979,98022,47.1946,-122.003,1560,8285,32.31,23.48,0,0
339900.0,3,2.5,2420,7423,2.0,0,3,8,2420,0,1990,98092,47.3199,-122.186,2260,7629,20.91,34.53,0,0
285000.0,1,1.5,810,3211,2.0,0,4,7,810,0,1982,98033,47.6939,-122.184,1320,3298,9.17,70.88,0,0
550000.0,3,1.0,1600,5000,1.5,0,3,7,1110,490,1947,98107,47.655,-122.358,1380,5000,3.58,83.33,0,0
430000.0,4,1.0,1350,9000,1.5,0,4,7,1350,0,1964,98103,47.6953,-122.332,1940,8000,6.15,41.55,0,0
219000.0,3,1.0,970,7790,1.0,0,3,6,970,0,1967,98003,47.3165,-122.325,1150,8160,20.01,25.0,0,0
555000.0,2,1.5,1780,4750,1.0,0,4,7,1080,700,1947,98117,47.6859,-122.395,1690,5962,6.23,84.99,0,0
233000.0,3,2.0,1350,7686,1.0,0,3,7,1350,0,1989,98038,47.3609,-122.053,1470,7686,21.36,25.79,0,0
454000.0,5,2.25,2550,9200,1.0,0,4,8,1580,970,1975,98166,47.4673,-122.363,2090,9200,9.7,38.64,0,0
950000.0,4,2.5,1700,4418,2.0,0,3,8,1700,0,1931,98112,47.6434,-122.3,2090,4174,2.97,155.28,0,1
359000.0,3,2.5,2430,7857,2.0,0,5,8,1730,700,1980,98055,47.4546,-122.211,2160,8740,11.89,34.9,0,0
407500.0,5,2.0,2740,8230,1.5,0,3,7,2210,530,1962,98155,47.7352,-122.297,2130,8232,9.06,37.15,0,0
224000.0,3,1.5,1560,7300,1.0,0,4,7,1040,520,1964,98001,47.3427,-122.281,1460,7910,18.35,25.28,0,0
210000.0,2,1.0,1040,4590,1.0,0,3,7,1040,0,1954,98146,47.5078,-122.337,1040,6120,6.8,37.3,0,0
261000.0,4,1.75,1820,9824,1.0,0,5,7,1820,0,1968,98042,47.3833,-122.093,1410,11013,19.01,22.41,0,0
719000.0,3,3.0,1833,1706,3.0,0,3,9,1833,0,1998,98115,47.6827,-122.325,1466,1455,5.29,203.16,0,0
440000.0,3,2.5,2160,3738,2.0,0,3,8,2160,0,1994,98126,47.5661,-122.375,1500,4000,3.41,74.6,0,0
375000.0,3,1.5,1370,9720,2.0,0,3,7,1370,0,1968,98034,47.7302,-122.197,1510,8775,10.62,33.81,0,0
428000.0,2,2.5,1414,1960,2.0,0,3,8,1414,0,1986,98006,47.5423,-122.189,1414,2511,7.99,126.85,0,0
199950.0,3,1.75,1550,6225,1.0,0,4,7,1550,0,1949,98002,47.3098,-122.218,1760,9496,21.15,25.72,0,0
840000.0,4,2.25,2100,3671,1.5,0,3,8,1750,350,1929,98112,47.6359,-122.3,1800,4560,2.54,145.56,0,0
285000.0,3,1.75,1160,7006,1.0,0,4,7,1160,0,1992,98022,47.1937,-121.98,1670,7750,32.89,34.9,0,0
147500.0,3,1.5,1230,10125,1.0,0,3,7,1230,0,1960,98198,47.397,-122.299,1970,10125,14.53,12.99,0,0
320000.0,4,2.5,2190,7125,2.0,0,5,8,2190,0,1978,98032,47.3709,-122.285,2190,8075,16.39,34.35,0,0
382500.0,3,1.75,1040,9000,1.0,0,4,7,1040,0,1967,98027,47.5253,-122.043,1750,10878,14.58,38.1,0,0
596000.0,4,2.25,2270,10000,1.0,0,5,8,1720,550,1974,98006,47.5599,-122.142,2270,10148,9.41,48.57,0,0
220000.0,4,2.25,1950,7280,2.0,0,4,8,1950,0,1979,98023,47.2957,-122.37,1910,7280,21.51,23.84,0,0
325000.0,3,2.5,1880,6818,2.0,0,3,8,1880,0,1993,98031,47.4206,-122.183,1970,7000,14.58,37.36,0,0
679950.0,4,2.5,2850,5664,2.0,0,3,9,2850,0,2001,98075,47.5835,-121.996,2850,5475,15.73,79.86,0,0
175000.0,2,1.0,1160,6911,1.0,0,3,7,1160,0,1947,98125,47.7149,-122.318,1120,6948,7.53,21.68,0,0
268000.0,3,1.75,1370,10050,1.0,0,4,7,1370,0,1966,98023,47.3338,-122.341,1720,10050,18.81,23.47,0,0
215000.0,4,2.0,1540,7575,1.0,0,4,7,1040,500,1978,98032,47.3664,-122.279,1720,7575,16.74,23.59,0,0
593450.0,4,2.25,2130,7172,2.0,0,4,8,2130,0,1964,98008,47.6271,-122.112,1910,7653,10.35,63.8,0,0
498800.0,2,1.75,1350,4614,1.0,0,3,8,1350,0,2008,98053,47.7091,-122.015,1680,4775,16.37,83.64,0,0
849000.0,5,3.25,2450,6534,2.0,0,3,8,1770,680,1951,98115,47.688,-122.281,1620,6534,6.13,94.5,0,1
825000.0,5,2.5,2890,5110,2.0,0,3,9,2890,0,2003,98029,47.5453,-121.995,3010,5110,16.25,103.12,0,0
265000.0,3,1.75,1680,9769,1.0,0,3,8,1340,340,1989,98058,47.4631,-122.126,1730,9686,13.78,23.15,0,0
285000.0,4,2.25,1960,10400,1.0,0,4,8,1220,740,1985,98023,47.3199,-122.392,1650,8660,19.96,23.06,0,0
240000.0,3,1.75,1590,7931,1.0,0,3,7,1190,400,1979,98038,47.3628,-122.05,1680,7931,21.35,25.21,0,0
261000.0,4,1.0,1390,17739,1.0,0,3,7,1390,0,1958,98003,47.3457,-122.302,1230,7840,18.04,13.64,0,0
330000.0,4,1.75,2440,7350,1.0,0,3,8,1610,830,1978,98032,47.3743,-122.285,2180,7680,16.16,33.71,0,0
250000.0,4,2.0,1850,7560,1.0,0,4,7,1540,310,1978,98032,47.3666,-122.277,1620,7658,16.74,26.57,0,0
350000.0,4,2.5,2800,9538,2.0,0,3,8,2800,0,1993,98003,47.2675,-122.307,1970,7750,23.42,28.37,0,0
275000.0,3,2.0,1910,8050,1.0,0,4,7,1000,910,1980,98030,47.37,-122.17,1780,7344,17.98,27.61,0,0
325000.0,4,2.25,2460,7620,1.0,0,3,7,1230,1230,1969,98106,47.5285,-122.345,2090,7620,5.4,32.24,0,0
255000.0,1,1.0,810,5000,1.0,0,3,7,590,220,1936,98106,47.5696,-122.36,1920,5000,2.84,43.89,0,0
562200.0,3,1.5,1900,5250,1.0,0,4,7,1500,400,1943,98117,47.6991,-122.392,1810,5250,6.99,78.63,0,0
365000.0,3,2.5,2200,7350,1.0,0,5,8,1570,630,1988,98058,47.4395,-122.161,2350,7557,14.0,38.22,0,0
332900.0,3,1.5,1190,11996,1.0,0,4,7,1190,0,1969,98077,47.7561,-122.071,1190,9756,15.95,25.25,0,0
487275.0,4,2.5,2400,3986,2.0,0,3,8,2400,0,1999,98065,47.5344,-121.877,2070,3986,21.77,76.3,0,0
310000.0,3,2.5,1670,5791,2.0,0,3,7,1670,0,1995,98055,47.4424,-122.188,1610,6034,13.15,41.55,0,0
245000.0,2,1.0,990,4800,1.0,0,3,6,990,0,1908,98118,47.5615,-122.28,1700,5400,3.93,42.31,0,0
325000.0,3,1.75,2920,10573,1.0,0,4,7,2920,0,1964,98055,47.4429,-122.195,1560,10572,12.96,24.09,0,0
550000.0,3,1.75,1840,9401,1.0,0,3,8,1840,0,1971,98075,47.5847,-122.075,2850,14323,12.06,48.93,0,0
350000.0,2,1.0,910,4500,1.5,0,4,7,910,0,1906,98118,47.5633,-122.289,1270,3500,3.58,64.7,0,0
259950.0,3,1.5,1240,9500,1.0,0,4,7,1240,0,1955,98166,47.4756,-122.35,1845,10125,9.06,24.2,0,0
240000.0,4,2.5,1980,7264,2.0,0,3,7,1980,0,1996,98038,47.3678,-122.019,1600,6380,22.01,25.96,0,0
186000.0,3,1.0,1200,10080,1.0,0,4,7,1200,0,1969,98042,47.3261,-122.135,1230,9800,21.42,16.49,0,0
395000.0,3,1.5,1280,15028,1.0,0,3,7,1280,0,1982,98074,47.6304,-122.035,1470,13698,13.93,24.22,0,0
475000.0,4,2.5,3150,5757,2.0,0,3,9,3150,0,2004,98058,47.4568,-122.117,3100,5757,14.39,53.33,0,0
572000.0,3,1.5,1680,13751,1.0,0,4,7,1680,0,1951,98040,47.5716,-122.227,1760,13500,5.45,37.07,0,0
419500.0,3,2.5,1360,3188,2.0,0,3,7,1360,0,1986,98052,47.6831,-122.096,1090,3188,12.2,92.24,0,0
298700.0,3,2.25,2110,7350,1.0,0,3,8,1530,580,1980,98023,47.3088,-122.341,2640,7777,20.54,31.58,0,0
549000.0,2,1.0,2034,13392,1.0,1,5,7,1159,875,1947,98070,47.3312,-122.503,1156,15961,20.59,35.59,0,0
278000.0,3,1.5,1900,9994,1.0,0,3,7,1120,780,1960,98168,47.4729,-122.301,1900,9994,9.32,23.37,0,0
455000.0,4,2.0,2380,4500,1.5,0,3,6,1470,910,1926,98118,47.5652,-122.281,1300,4500,3.7,66.13,0,1
465000.0,2,1.5,1120,1201,3.0,0,3,8,1120,0,1999,98103,47.6524,-122.353,1370,1298,3.33,200.34,0,0
620000.0,4,4.0,2850,2970,2.0,0,3,8,2120,730,1999,98029,47.547,-122.01,2380,3559,15.55,106.53,0,0
499900.0,4,2.25,2360,7650,1.0,0,3,8,1640,0,1963,98155,47.75,-122.292,2320,11060,10.1,49.94,0,0
450000.0,3,1.75,1160,6120,1.0,0,3,7,1040,120,1941,98115,47.6926,-122.287,1530,6120,6.32,61.81,0,0
690000.0,4,3.5,2710,2147,2.0,0,3,10,2220,490,2007,98029,47.5468,-121.994,2650,2252,16.27,142.06,0,0
832500.0,3,2.0,1870,9527,1.0,0,4,7,1870,0,1951,98040,47.5777,-122.224,1970,11904,5.4,73.05,0,1
245000.0,3,1.0,1010,9678,1.0,0,5,7,1010,0,1955,98188,47.4396,-122.285,1010,9375,11.71,22.92,0,0
369000.0,4,2.75,2420,6495,2.0,0,3,8,2420,0,2005,98038,47.3771,-122.029,2420,6200,21.22,41.39,0,0
653000.0,3,3.0,3040,5067,3.0,0,3,10,3040,0,1993,98118,47.5409,-122.267,1820,5998,5.43,80.55,0,0
220650.0,2,1.75,1460,10500,1.0,0,3,7,1460,0,1980,98045,47.4461,-121.768,1340,9600,28.53,18.45,0,0
300000.0,5,3.0,1940,6355,1.0,0,3,8,1200,740,2007,98168,47.49800000000001,-122.322,1940,5033,7.49,36.17,0,0
360000.0,4,2.5,1950,5451,2.0,0,3,7,1950,0,2004,98058,47.4341,-122.144,2240,6221,14.77,48.64,0,0
672500.0,3,2.5,2450,5760,2.0,0,3,9,2450,0,2000,98074,47.6145,-122.026,2450,5762,14.26,81.91,0,0
268000.0,4,1.5,1730,7020,1.5,0,4,5,1730,0,1953,98056,47.4939,-122.167,1110,7020,10.92,30.63,0,0
440000.0,4,1.5,1690,3245,1.5,0,3,8,1690,0,1929,98126,47.5445,-122.375,1380,1590,4.71,89.16,0,0
590000.0,4,2.5,2290,11072,2.0,0,3,9,2290,0,1986,98074,47.6283,-122.03,2340,9774,14.14,44.16,0,0
266500.0,4,1.75,1880,7632,1.0,0,4,7,1180,700,1978,98023,47.3068,-122.372,1840,8528,20.76,28.02,0,0
635000.0,4,2.5,2930,8679,2.0,0,3,8,2930,0,2014,98056,47.5164,-122.19,2030,7264,9.07,54.7,0,0
650000.0,4,2.25,2440,9320,1.0,0,4,7,1880,560,1957,98007,47.5933,-122.135,1530,9335,9.22,55.27,0,0
312500.0,4,1.75,2280,7840,1.0,0,3,7,1280,1000,1957,98055,47.4809,-122.224,2120,7260,10.01,30.88,0,0
225000.0,3,1.0,900,6099,1.0,0,3,6,790,110,1944,98168,47.4807,-122.289,1240,6099,8.89,32.15,0,0
425000.0,4,1.75,1980,8400,1.0,0,3,7,1330,650,1968,98052,47.6721,-122.152,1920,8400,9.53,40.94,0,0
572000.0,5,2.25,2340,9225,2.0,0,3,8,2340,0,1973,98052,47.6369,-122.098,2140,9348,11.1,49.46,0,0
386500.0,4,2.5,3110,5048,2.0,0,3,8,3110,0,2002,98042,47.3782,-122.125,3110,5190,18.47,47.38,0,0
452000.0,2,1.0,980,5000,1.0,0,3,6,980,0,1904,98107,47.6744,-122.369,1270,4500,5.01,75.59,0,0
278000.0,4,2.0,1480,6324,1.0,0,3,7,1480,0,1943,98122,47.6147,-122.302,1480,3600,1.52,35.62,0,0
450000.0,2,1.75,2130,6574,1.0,0,3,8,1500,630,1946,98199,47.6529,-122.411,2130,6275,4.89,51.7,0,0
611000.0,2,1.0,1270,5100,1.0,0,3,7,1100,170,1900,98115,47.6771,-122.328,1670,3900,4.9,95.92,0,0
214100.0,2,2.5,1150,2064,2.0,0,3,7,1150,0,2004,98001,47.3516,-122.292,1880,2855,17.68,66.61,0,0
317000.0,3,2.5,1840,5011,2.0,0,3,8,1840,0,2012,98038,47.3555,-122.054,2000,4793,21.63,46.27,0,0
1000000.0,4,3.5,3180,12528,2.0,0,4,9,2060,1120,1979,98177,47.7058,-122.379,2850,11410,7.21,63.66,0,0
1000000.0,5,2.75,1510,5700,2.0,0,4,7,1510,0,1946,98105,47.6653,-122.27,2190,5700,5.0,138.7,0,0
525000.0,4,2.5,3070,7200,2.0,0,3,8,3070,0,2005,98059,47.4899,-122.138,2590,7200,12.1,51.12,0,0
436000.0,3,2.25,1800,6680,2.0,0,3,8,1800,0,1983,98034,47.7293,-122.223,1630,8621,9.9,51.42,0,0
450000.0,3,1.75,1540,9154,1.0,0,3,8,1540,0,1983,98074,47.6207,-122.042,1990,10273,13.54,42.08,0,0
588500.0,3,1.75,2330,14892,1.0,0,3,8,1970,360,1980,98074,47.6267,-122.046,2570,14217,13.39,34.17,0,0
340000.0,4,1.75,1400,8374,1.0,0,3,7,1400,0,1953,98166,47.4735,-122.344,1420,8360,9.18,34.79,0,0
330000.0,3,1.5,1440,7875,1.0,0,4,8,1440,0,1968,98058,47.4561,-122.148,1800,8964,13.46,35.43,0,0
568000.0,3,2.5,1740,1279,3.0,0,3,8,1740,0,2008,98116,47.5891,-122.387,1740,1280,2.82,188.14,0,0
239000.0,3,1.75,1470,8925,1.0,0,4,7,1470,0,1957,98022,47.2026,-122.0,1430,9282,31.9,22.99,0,0
528000.0,3,2.5,2810,4932,2.0,0,3,8,2810,0,2003,98011,47.7739,-122.227,2470,4919,12.57,68.2,0,0
385000.0,4,3.0,2090,5102,1.0,0,3,7,1350,740,1994,98106,47.5427,-122.356,2090,5102,4.52,53.53,0,0
815000.0,5,3.25,3230,5000,2.0,0,3,9,2350,880,2002,98136,47.5202,-122.393,1520,5000,6.58,99.03,0,0
690000.0,3,1.75,2070,6000,1.0,0,3,8,1340,730,1955,98136,47.5226,-122.382,2200,6000,6.22,85.5,0,0
210000.0,3,1.0,1660,7440,1.0,0,3,7,1270,390,1957,98106,47.5242,-122.362,1540,7440,5.83,23.08,0,0
599000.0,4,1.0,1590,4280,1.5,0,3,7,1590,0,1924,98103,47.667,-122.335,2230,4280,4.2,102.04,0,0
860000.0,3,1.75,1860,5584,1.0,0,3,8,1310,550,1951,98199,47.637,-122.4,1630,6022,3.81,115.53,0,0
147200.0,3,1.0,1420,9600,1.0,0,4,6,1420,0,1954,98188,47.4232,-122.292,1400,8415,12.77,13.36,0,0
476900.0,3,1.0,1240,5758,1.5,0,4,6,960,280,1910,98116,47.5675,-122.396,1460,5750,4.0,68.15,0,0
570000.0,4,2.5,2640,11816,2.0,0,3,8,2640,0,1999,98019,47.733,-121.968,2400,11816,19.06,39.43,0,0
567500.0,3,1.0,1440,3060,1.5,0,4,7,1440,0,1910,98115,47.6769,-122.307,1440,3570,5.02,126.11,0,0
875000.0,3,1.5,1820,12686,1.0,0,4,7,1820,0,1952,98004,47.5886,-122.195,3020,11550,6.5,60.32,0,0
490000.0,3,2.0,2220,10275,2.0,0,3,9,1640,580,1980,98027,47.5304,-122.055,2300,9975,13.93,39.22,0,0
335000.0,3,1.75,2430,9133,1.0,0,4,7,1410,1020,1978,98059,47.5116,-122.157,1980,9592,10.45,28.97,0,0
550000.0,3,1.75,1670,10798,1.0,0,4,8,1670,0,1962,98006,47.549,-122.17,2290,10798,8.52,44.11,0,0
385000.0,3,1.75,1180,10541,1.0,0,4,7,940,240,1981,98074,47.6348,-122.032,1230,10879,14.11,32.85,0,0
395000.0,3,1.75,1620,8085,1.0,0,3,7,1210,410,1976,98011,47.7349,-122.197,1700,8085,10.88,40.7,0,0
650000.0,2,1.0,1030,5750,1.0,0,5,8,1030,0,1928,98116,47.5861,-122.391,1570,5750,3.07,95.87,0,0
637000.0,4,2.75,2900,5803,2.0,0,3,9,2900,0,2007,98028,47.7368,-122.232,2900,6212,10.15,73.19,0,0
322400.0,3,1.75,1710,15844,1.0,0,4,8,1710,0,1964,98059,47.4706,-122.1,1990,20359,14.31,18.37,0,0
233500.0,3,1.5,1580,10517,1.0,0,4,6,1580,0,1957,98002,47.2903,-122.214,1400,10658,22.5,19.3,0,0
400000.0,3,2.0,1230,11413,1.0,0,3,7,990,240,1984,98074,47.6321,-122.034,1570,11517,13.99,31.64,0,0
547000.0,5,2.5,2200,4080,1.5,0,5,7,1420,780,1916,98103,47.6872,-122.35,1300,4080,5.65,87.1,0,0
519000.0,5,2.25,2570,13054,1.0,0,3,8,1470,1100,1950,98166,47.4487,-122.352,2570,19807,10.91,33.22,0,1
365000.0,3,1.0,1090,6435,1.0,0,4,7,1090,0,1955,98106,47.5334,-122.365,1340,6435,5.25,48.5,0,0
525000.0,3,1.75,1970,8000,1.0,0,4,8,1970,0,1968,98052,47.6324,-122.1,1910,8000,10.95,52.66,0,0
430000.0,4,3.0,3220,8936,2.0,0,3,9,2450,770,1990,98031,47.4208,-122.213,2810,10500,13.95,35.37,0,0
325000.0,3,1.0,1600,7500,1.0,0,3,7,1600,0,1966,98034,47.7198,-122.182,2050,7200,10.5,35.71,0,0
279000.0,2,1.0,670,6300,1.0,0,5,6,670,0,1942,98126,47.5161,-122.374,760,6300,6.52,40.03,0,0
805000.0,4,1.75,2360,4750,2.0,0,5,7,1660,700,1911,98115,47.6729,-122.293,1810,4750,4.95,113.22,0,0
419950.0,3,3.0,2150,3962,1.5,0,3,7,1540,610,1949,98125,47.7183,-122.285,1730,4609,8.04,68.71,0,0
425000.0,2,1.0,620,4455,1.0,0,3,6,620,0,1927,98117,47.6877,-122.395,1180,5000,6.34,83.74,0,0
446000.0,4,1.75,1730,5922,2.0,0,5,7,1730,0,1949,98125,47.7188,-122.321,1700,6127,7.79,58.29,0,0
226550.0,3,1.0,990,4440,1.0,0,3,6,990,0,1943,98106,47.522,-122.354,990,6771,5.9,41.72,0,0
764000.0,3,2.0,1420,4080,1.5,0,5,8,1420,0,1904,98103,47.6801,-122.348,1220,3060,5.16,138.91,0,0
439950.0,3,2.25,2170,15000,2.0,0,4,8,2170,0,1978,98042,47.3863,-122.158,2430,14256,17.22,25.62,0,0
453000.0,4,2.0,1880,5100,1.0,0,3,8,1880,0,1952,98103,47.6872,-122.349,1610,4590,5.65,64.9,0,0
219950.0,3,1.0,1300,9620,1.0,0,3,7,1300,0,1971,98003,47.282,-122.331,1420,9620,22.38,20.14,0,0
702500.0,3,1.5,2360,6750,2.0,0,5,7,1930,430,1926,98103,47.6923,-122.332,1320,4500,5.94,77.11,0,0
285000.0,3,1.5,1780,12231,1.0,0,4,8,1780,0,1956,98003,47.335,-122.321,2460,12663,18.73,20.34,0,0
798750.0,2,2.25,2160,2578,3.0,0,3,8,2160,0,2005,98103,47.6607,-122.354,1800,2142,3.9,168.58,0,0
320000.0,2,1.0,950,5316,1.0,0,3,7,950,0,1948,98126,47.57,-122.38,1620,6085,3.35,51.07,0,0
425000.0,3,1.75,1680,14630,1.5,0,3,8,1680,0,1985,98027,47.5272,-122.044,1920,14630,14.49,26.06,0,0
540000.0,4,2.5,2290,4450,2.0,0,3,9,2290,0,2004,98072,47.7385,-122.169,2570,5096,11.87,80.12,0,0
576000.0,3,1.75,1500,13891,1.0,0,4,7,1500,0,1951,98005,47.5866,-122.175,2020,13891,7.44,37.42,0,0
525000.0,3,1.75,1720,7200,1.0,0,3,7,1140,580,1977,98052,47.6977,-122.132,1700,8400,11.25,58.86,0,0
324950.0,4,2.5,2641,8615,2.0,0,3,7,2641,0,1998,98031,47.4038,-122.213,2641,8091,15.04,28.87,0,0
464000.0,3,2.5,2460,5400,1.0,0,4,8,1520,940,2001,98056,47.5231,-122.202,1745,5400,8.35,59.03,0,0
266000.0,4,2.25,1995,7102,2.0,0,4,8,1995,0,1981,98023,47.2986,-122.37,1880,7950,21.31,29.24,0,0
415000.0,3,1.75,1270,4800,1.0,0,3,7,1270,0,1952,98126,47.5362,-122.376,1220,4800,5.25,68.37,0,1
550000.0,4,2.75,3080,6731,2.0,0,3,9,3080,0,2003,98058,47.4522,-122.118,3080,6731,14.58,56.06,0,0
235000.0,3,2.25,1670,7606,2.0,0,3,7,1670,0,1990,98022,47.1949,-121.982,1670,7433,32.77,25.33,0,0
280000.0,3,2.0,1470,8089,1.0,0,3,7,1470,0,1987,98198,47.3878,-122.316,1530,7721,15.1,29.29,0,0
459000.0,3,1.75,1730,7807,1.0,0,3,7,1260,470,1976,98034,47.7211,-122.169,1800,7650,10.98,48.13,0,0
195000.0,3,1.0,1070,7615,1.0,0,4,7,1070,0,1969,98023,47.3189,-122.373,1240,6906,19.93,22.45,0,0
235000.0,3,1.5,1660,8738,1.0,0,4,7,1080,580,1959,98002,47.3117,-122.208,1500,8466,21.14,22.6,0,0
711800.0,4,2.25,2410,16650,1.0,0,4,8,2410,0,1965,98006,47.5706,-122.163,2720,11141,8.25,37.35,0,0
440000.0,3,2.5,1040,1032,3.0,0,3,7,1040,0,2007,98107,47.6673,-122.377,1290,1275,4.71,212.36,0,0
515000.0,2,1.0,970,3300,1.0,0,4,7,970,0,1916,98103,47.6609,-122.343,1060,3600,3.81,120.61,0,0
560000.0,3,1.75,2340,12443,1.5,0,4,8,2340,0,1965,98006,47.5432,-122.177,1970,9600,8.43,37.88,0,0
340000.0,3,1.75,1880,11249,1.0,0,3,7,1330,550,1985,98001,47.3295,-122.257,1870,14547,19.42,25.9,0,0
600000.0,2,1.0,1110,3500,1.5,0,3,6,970,140,1912,98102,47.6453,-122.327,1884,1778,2.71,130.15,0,0
764000.0,4,2.5,2790,7938,2.0,0,3,9,2790,0,1997,98074,47.6223,-122.026,2780,7779,14.29,71.22,0,0
337000.0,4,2.0,1590,8779,1.0,0,3,8,1590,0,2001,98019,47.7408,-121.974,2090,9600,19.07,32.5,0,0
249000.0,4,1.0,1200,7552,1.0,0,3,6,1060,140,1919,98126,47.5317,-122.37,1580,7680,5.44,28.45,0,0
269950.0,3,2.25,1510,6000,1.0,0,4,7,1150,360,1993,98038,47.3484,-122.036,1510,6000,22.53,35.95,0,0
475000.0,4,2.25,2110,7560,2.0,0,4,8,2110,0,1974,98034,47.7331,-122.183,2110,7560,11.17,49.12,0,0
339000.0,3,2.0,2350,8459,1.5,0,3,9,2350,0,1989,98023,47.3043,-122.349,2430,8459,20.86,31.36,0,0
397500.0,4,1.75,2220,4760,1.0,0,3,7,1320,900,1918,98106,47.5215,-122.348,940,4760,5.89,56.95,0,0
460000.0,3,2.0,1760,9055,2.0,0,4,7,1760,0,1985,98052,47.6534,-122.128,2010,9383,10.04,42.53,0,0
370000.0,4,2.75,2200,5207,1.0,0,5,7,1120,1080,1951,98133,47.74,-122.343,1210,6008,9.25,49.95,0,0
250000.0,4,1.0,1550,7296,1.5,0,3,6,1550,0,1957,98106,47.5184,-122.366,1370,7680,6.26,28.26,0,0
