id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,distance_from_downtown_mile,price_per_sqft,total_sqft_larger_than_neighbours,is_renovated
8651440740,2015-01-21,219000.0,3,1.5,1740,5200,1.0,0,0.0,4,7,1060,680,1977,0,98042,47.3657,-122.094,1540,5200,19.98,31.56,0,0
1954430190,2014-08-08,528000.0,4,2.75,2050,7171,1.0,0,0.0,3,8,1540,510,1988,0,98074,47.6194,-122.042,1960,7110,13.53,57.26,0,0
4292300010,2014-05-27,405000.0,3,1.75,1980,8100,1.0,0,0.0,4,7,1310,670,1949,0,98133,47.7353,-122.331,1450,8212,8.91,40.18,0,0
8929000290,2014-05-14,372977.0,3,2.5,1690,1618,2.0,0,0.0,3,8,1150,540,2014,0,98029,47.5518,-121.99799999999999,1690,1618,16.01,112.75,0,0
1250201680,2015-05-07,934550.0,4,3.25,2320,5900,1.5,0,2.0,4,9,2320,0,1910,0,98144,47.597,-122.292,2320,6240,1.97,113.69,0,0
868001705,2015-02-06,1470000.0,3,1.5,2480,9900,2.0,0,3.0,3,10,2130,350,1940,0,98177,47.7018,-122.381,2860,9288,6.98,118.74,0,0
1370801585,2014-06-03,975000.0,4,2.25,2290,5350,2.0,0,0.0,4,9,2120,170,1958,0,98199,47.6428,-122.411,2910,5350,4.46,127.62,0,0
7501000130,2014-05-05,800866.0,5,2.5,3180,13806,2.0,0,0.0,4,10,3180,0,1990,0,98033,47.652,-122.182,3180,13798,7.67,47.15,0,0
4178300130,2015-04-13,950000.0,7,3.5,3470,16264,2.0,0,0.0,4,9,3470,0,1980,0,98007,47.6203,-122.149,3040,13500,8.58,48.14,0,0
7550801206,2014-09-04,624000.0,4,3.0,1540,4140,1.5,0,0.0,5,7,1540,0,1902,0,98107,47.6728,-122.396,1460,5000,5.48,109.86,0,0
9201300050,2014-08-14,1850000.0,5,2.25,2800,8442,2.0,1,4.0,3,9,2800,0,1963,2001,98075,47.5784,-122.07600000000001,3220,9156,12.08,164.56,0,1
3816300095,2014-05-14,310000.0,3,1.0,1050,9876,1.0,0,0.0,3,7,1050,0,1953,0,98028,47.7635,-122.262,1760,9403,11.34,28.37,0,0
7399301100,2014-12-04,315000.0,3,1.75,1480,6800,1.0,0,0.0,4,7,1480,0,1968,0,98055,47.4633,-122.18799999999999,1500,7900,11.94,38.04,0,0
4151800470,2014-08-20,675000.0,3,2.0,1010,5973,1.0,0,0.0,5,6,1010,0,1942,0,98033,47.6652,-122.20200000000001,1920,6015,7.3,96.66,0,0
7811000020,2014-11-13,490000.0,3,1.75,1660,8208,1.0,0,0.0,4,8,1660,0,1965,0,98005,47.5919,-122.154,2210,11000,8.35,49.66,0,0
5166700050,2015-02-11,600000.0,5,2.25,2760,6350,1.0,0,0.0,3,7,1380,0,1958,0,98126,47.5561,-122.37899999999999,2060,6342,4.09,65.86,0,0
4045500130,2014-09-09,154000.0,2,1.0,1040,20524,1.0,0,3.0,3,6,1040,0,1949,1989,98014,47.6981,-121.875,1880,38996,22.19,7.14,1,1
2927600675,2014-06-09,480000.0,4,1.75,2220,6500,2.0,0,3.0,4,8,2220,0,1964,0,98166,47.4519,-122.375,2430,11600,10.84,55.05,0,0
7686202580,2015-02-13,196900.0,3,1.0,1270,7500,1.0,0,0.0,3,6,1270,0,1954,0,98198,47.4214,-122.316,1250,8000,12.78,22.45,0,0
5690500095,2014-08-26,735000.0,3,3.25,2960,39370,2.0,0,0.0,3,10,2960,0,1989,0,98011,47.7452,-122.20200000000001,2960,56628,11.34,17.36,0,0
3876540630,2015-02-27,205500.0,3,2.0,1330,8748,1.0,0,0.0,3,7,1330,0,1986,0,98003,47.2619,-122.29799999999999,1510,8584,23.83,20.39,0,0
8929000170,2014-06-16,357186.0,2,1.75,1210,1040,2.0,0,0.0,3,8,1210,0,2014,0,98029,47.5519,-121.999,1210,1090,15.96,158.75,0,0
2621400080,2015-01-28,275000.0,4,2.5,2120,6754,2.0,0,0.0,3,7,2120,0,1998,0,98030,47.3629,-122.184,2120,6937,18.16,30.99,0,0
8154100020,2014-09-06,248500.0,3,1.75,2090,12026,1.0,0,0.0,4,7,2090,0,1948,0,98002,47.3095,-122.21700000000001,1700,9496,21.18,17.6,0,0
8097000190,2014-06-02,350000.0,3,2.5,2680,7836,2.0,0,0.0,3,8,2680,0,1990,2009,98092,47.3203,-122.185,2340,8040,20.9,33.28,0,1
2624089181,2014-08-12,390000.0,4,2.75,1790,47250,1.0,0,0.0,3,7,1220,570,1987,0,98045,47.5302,-121.74600000000001,1250,43791,27.8,7.95,0,0
8718500275,2014-07-15,390000.0,3,2.75,1950,12240,1.0,0,0.0,3,7,1250,700,1956,0,98028,47.7401,-122.258,1880,12000,9.87,27.48,0,0
3575305495,2015-04-13,660000.0,5,2.25,3740,14913,1.5,0,0.0,4,9,3740,0,1979,0,98074,47.6234,-122.059,2180,7600,12.77,35.38,0,0
411100020,2014-11-17,310000.0,3,1.75,1140,8263,1.0,0,0.0,5,7,1140,0,1950,0,98155,47.7407,-122.32700000000001,1140,6770,9.29,32.97,0,0
9113200020,2014-06-12,717000.0,3,2.5,2480,5137,2.0,0,0.0,3,9,2480,0,2000,0,98052,47.684,-122.164,2480,6023,9.49,94.13,0,0
2011400019,2014-12-30,260000.0,5,2.5,2580,11250,1.0,0,0.0,3,7,1410,1170,1964,0,98198,47.397,-122.31299999999999,2240,11780,14.47,18.8,0,0
3912000020,2015-04-30,745000.0,3,2.0,2290,5001,1.0,0,0.0,4,7,1490,800,1960,0,98103,47.6909,-122.339,1230,5001,5.86,102.18,0,0
8078370010,2015-02-18,470000.0,4,2.5,2320,12042,1.0,0,0.0,4,7,1320,1000,1975,0,98072,47.76300000000001,-122.16,2160,7054,13.46,32.73,0,0
5104650020,2015-05-05,429000.0,3,2.5,2530,8820,2.0,0,0.0,3,8,2530,0,1997,0,98031,47.42,-122.205,2340,9472,14.16,37.8,0,0
7417700664,2015-04-08,220000.0,4,2.0,1400,7140,1.0,0,0.0,3,7,1400,0,1969,0,98155,47.7719,-122.309,1610,10500,11.49,25.76,0,0
2770604920,2014-09-03,497000.0,3,3.0,2060,1850,2.0,0,0.0,3,8,1400,0,2007,0,98119,47.6543,-122.37299999999999,1910,2951,3.83,127.11,0,0
1930300190,2014-07-14,716100.0,3,1.0,1640,4000,1.5,0,0.0,5,7,1640,0,1909,0,98103,47.6563,-122.351,2140,4000,3.57,126.97,0,0
3024079069,2014-09-11,371000.0,4,1.0,1960,94525,1.5,0,0.0,3,6,1960,0,1979,0,98027,47.5418,-121.962,2430,188564,17.8,3.85,1,0
723069049,2014-07-24,379000.0,5,2.75,3000,25175,1.0,0,0.0,4,7,1500,1500,1961,0,98027,47.497,-122.088,2170,40523,13.65,13.45,0,0
2210500019,2015-03-24,937500.0,3,1.0,1320,8500,1.0,0,0.0,4,7,1320,0,1954,0,98039,47.6187,-122.226,2790,10800,5.01,95.47,0,0
3856901435,2014-10-27,720000.0,4,2.0,1760,4500,1.5,0,0.0,5,7,1760,0,1906,0,98103,47.6711,-122.331,1740,4220,4.48,115.02,0,0
3948900050,2015-04-27,616000.0,3,3.25,2130,2306,2.0,0,1.0,5,7,1420,710,1924,0,98136,47.5424,-122.391,1560,4500,5.19,138.86,0,0
5412400170,2015-04-14,259000.0,3,2.0,1390,7120,1.0,0,0.0,3,7,1390,0,1988,0,98030,47.3786,-122.179,1530,7688,17.26,30.43,0,0
2856102280,2014-05-14,538000.0,3,1.75,1400,3825,1.5,0,0.0,4,6,1100,300,1904,0,98117,47.6793,-122.39299999999999,1720,5100,5.79,102.97,0,0
3288100290,2015-05-07,605000.0,3,2.75,3230,9576,1.5,0,0.0,4,8,3230,0,1966,0,98034,47.7307,-122.18299999999999,2820,9576,11.04,47.24,0,0
5145000190,2014-11-03,369950.0,3,1.0,1110,7603,1.0,0,0.0,3,7,1110,0,1967,0,98034,47.7262,-122.22399999999999,1260,8094,9.69,42.46,0,0
6679000170,2015-04-14,310000.0,3,2.5,1670,4220,2.0,0,0.0,3,7,1670,0,2002,0,98038,47.3834,-122.02799999999999,1670,4238,20.93,52.63,0,0
9536601045,2015-04-28,227500.0,3,1.0,1540,9450,1.0,0,0.0,4,7,1540,0,1960,0,98198,47.3612,-122.315,1210,9450,16.93,20.7,0,0
8731981410,2014-11-21,274000.0,4,2.25,2090,7400,1.0,0,0.0,3,9,1670,420,1973,0,98023,47.3178,-122.38,2260,8000,20.04,28.87,0,0
3574801350,2014-11-20,410000.0,3,2.0,1410,8088,1.0,0,0.0,3,7,1410,0,1987,0,98034,47.7303,-122.227,1770,7401,9.86,43.17,0,0
1922069099,2014-05-23,354800.0,3,2.0,1370,78408,1.0,0,0.0,5,7,1370,0,1964,0,98042,47.3867,-122.081,1620,9690,19.15,4.45,0,0
871001735,2014-09-11,650000.0,4,2.25,1910,5120,1.0,0,0.0,3,8,1300,610,1954,0,98199,47.6534,-122.40899999999999,1810,5153,4.84,92.46,0,0
2022059308,2015-05-05,353000.0,3,2.0,1678,13862,1.0,0,0.0,3,7,1678,0,1994,0,98030,47.3744,-122.19,1550,11753,17.32,22.72,0,0
2525300480,2015-03-04,224975.0,3,1.0,960,12745,1.0,0,0.0,4,6,960,0,1977,0,98038,47.3617,-122.03,1160,10488,21.99,16.42,0,0
7979900440,2015-05-12,600000.0,2,1.75,2080,13054,1.0,0,1.0,3,7,2080,0,1951,0,98155,47.7435,-122.292,2440,13054,9.66,39.65,0,0
2558660290,2015-02-18,437500.0,3,2.25,1790,7700,1.0,0,0.0,4,7,1340,450,1976,0,98034,47.7205,-122.16799999999999,1610,7350,10.98,46.1,0,0
8650300190,2014-05-21,567000.0,3,2.5,2540,6093,2.0,0,0.0,3,9,2540,0,1999,0,98034,47.7042,-122.236,2540,5924,8.11,65.68,0,0
8643000225,2015-05-06,225000.0,5,1.5,1790,11656,2.0,0,0.0,3,7,1790,0,1963,0,98198,47.3961,-122.30799999999999,2040,9790,14.55,16.73,0,0
1105000233,2014-09-06,255000.0,2,1.0,940,9330,1.0,0,0.0,3,6,940,0,1941,0,98118,47.5445,-122.273,1900,6145,5.07,24.83,0,0
9831200500,2015-03-04,2480000.0,5,3.75,6810,7500,2.5,0,0.0,3,13,6110,700,1922,0,98102,47.6285,-122.322,2660,7500,1.61,173.31,0,0
945000250,2014-06-13,370000.0,2,1.0,900,4600,1.0,0,0.0,3,6,900,0,1951,0,98117,47.6918,-122.361,1060,4600,6.06,67.27,0,0
4101410050,2015-04-21,675000.0,4,1.75,1900,8800,1.0,0,0.0,3,8,1140,760,1975,0,98033,47.6579,-122.197,2280,8800,7.23,63.08,0,0
1571100130,2014-09-04,285000.0,3,1.0,1440,4268,1.0,0,0.0,3,7,1040,400,1953,0,98108,47.5468,-122.29299999999999,1370,4268,4.49,49.93,0,0
7932000078,2014-05-07,310000.0,3,1.75,2070,37904,1.0,0,0.0,4,7,1420,650,1973,0,98058,47.425,-122.186,2011,19110,14.25,7.76,0,0
2592400170,2014-12-02,475000.0,4,2.5,2240,7245,1.0,0,0.0,4,7,1140,1100,1972,0,98034,47.7161,-122.17,1740,7350,10.7,50.08,0,0
2517010630,2015-05-08,410000.0,4,2.5,3320,5034,2.0,0,0.0,4,7,3320,0,2006,0,98042,47.4011,-122.164,2580,4950,16.19,49.08,0,0
6926700225,2014-07-02,895000.0,4,2.25,1950,5950,1.0,0,0.0,3,8,1330,620,1947,0,98109,47.638999999999996,-122.34700000000001,2600,5593,2.37,113.29,0,0
8820902905,2014-08-22,375000.0,3,1.5,1240,7733,1.0,0,0.0,3,6,790,450,1941,0,98125,47.714,-122.28299999999999,1130,7733,7.79,41.79,0,0
5104510190,2015-04-27,349000.0,4,2.5,1830,4694,2.0,0,0.0,3,7,1830,0,2003,0,98038,47.3573,-122.016,1830,5175,22.65,53.49,0,0
9839301060,2015-04-06,650500.0,3,1.75,1740,4400,1.5,0,0.0,3,8,1740,0,1903,0,98122,47.6115,-122.292,1740,4400,1.9,105.94,0,0
2425700005,2015-04-28,760000.0,3,1.75,1410,15120,1.0,0,0.0,4,7,1410,0,1950,0,98004,47.5974,-122.195,1880,15120,6.41,45.98,0,0
9276201190,2014-05-20,480000.0,4,2.75,2050,3960,1.0,0,0.0,4,7,1180,870,1986,0,98116,47.5808,-122.39399999999999,1440,5040,3.37,79.87,0,0
8644210050,2014-09-26,689000.0,4,2.75,3220,16145,2.0,0,0.0,3,10,3220,0,1993,0,98075,47.5786,-121.995,3200,12921,15.81,35.58,0,0
2741100280,2014-05-13,415000.0,3,1.75,1960,5000,1.0,0,0.0,5,6,980,980,1911,0,98108,47.5576,-122.31700000000001,1790,5000,3.43,59.63,0,0
2891000680,2015-04-27,195000.0,3,1.75,1070,6110,1.0,0,0.0,4,7,1070,0,1968,0,98002,47.3249,-122.20700000000001,1350,6148,20.28,27.16,0,0
7366100080,2014-07-31,318000.0,5,2.5,2820,9956,1.0,0,0.0,4,7,1410,1410,1967,0,98168,47.4715,-122.33,2700,9956,9.3,24.89,0,0
3211270170,2014-05-23,404000.0,4,3.0,4060,35621,1.0,0,0.0,3,9,2030,2030,1989,0,98092,47.3059,-122.10799999999999,2950,35259,23.22,10.18,0,0
3330500920,2014-10-30,339950.0,2,1.0,800,3090,1.0,0,0.0,4,6,800,0,1925,0,98118,47.5518,-122.277,1400,3090,4.55,87.39,0,0
5437820080,2014-11-24,215000.0,3,1.0,1260,7897,1.0,0,0.0,3,7,1260,0,1979,0,98022,47.1946,-122.00299999999999,1560,8285,32.31,23.48,0,0
8097000380,2014-08-18,339900.0,3,2.5,2420,7423,2.0,0,0.0,3,8,2420,0,1990,0,98092,47.3199,-122.186,2260,7629,20.91,34.53,0,0
2591010290,2014-05-19,285000.0,1,1.5,810,3211,2.0,0,0.0,4,7,810,0,1982,0,98033,47.6939,-122.184,1320,3298,9.17,70.88,0,0
1324300380,2014-07-16,550000.0,3,1.0,1600,5000,1.5,0,0.0,3,7,1110,490,1947,0,98107,47.655,-122.35799999999999,1380,5000,3.58,83.33,0,0
3226049478,2014-07-25,430000.0,4,1.0,1350,9000,1.5,0,0.0,4,7,1350,0,1964,0,98103,47.6953,-122.33200000000001,1940,8000,6.15,41.55,0,0
7941500170,2014-12-02,219000.0,3,1.0,970,7790,1.0,0,0.0,3,6,970,0,1967,0,98003,47.3165,-122.325,1150,8160,20.01,25.0,0,0
7522500005,2014-08-15,555000.0,2,1.5,1780,4750,1.0,0,0.0,4,7,1080,700,1947,0,98117,47.6859,-122.395,1690,5962,6.23,84.99,0,0
1545801630,2014-07-21,233000.0,3,2.0,1350,7686,1.0,0,0.0,3,7,1350,0,1989,0,98038,47.3609,-122.053,1470,7686,21.36,25.79,0,0
5151600480,2015-04-02,248000.0,3,1.75,1840,19501,1.0,0,0.0,4,8,1270,570,1972,0,98003,47.3364,-122.318,1910,12000,18.64,11.62,0,0
2731600080,2015-04-22,454000.0,5,2.25,2550,9200,1.0,0,0.0,4,8,1580,970,1975,0,98166,47.4673,-122.363,2090,9200,9.7,38.64,0,0
2804600010,2015-03-31,950000.0,4,2.5,1700,4418,2.0,0,0.0,3,8,1700,0,1931,2000,98112,47.6434,-122.3,2090,4174,2.97,155.28,0,1
8899210680,2014-09-15,359000.0,3,2.5,2430,7857,2.0,0,0.0,5,8,1730,700,1980,0,98055,47.4546,-122.211,2160,8740,11.89,34.9,0,0
6649300190,2014-09-03,407500.0,5,2.0,2740,8230,1.5,0,0.0,3,7,2210,530,1962,0,98155,47.7352,-122.29700000000001,2130,8232,9.06,37.15,0,0
1312200080,2014-05-28,224000.0,3,1.5,1560,7300,1.0,0,0.0,4,7,1040,520,1964,0,98001,47.3427,-122.281,1460,7910,18.35,25.28,0,0
1721801025,2014-07-18,210000.0,2,1.0,1040,4590,1.0,0,0.0,3,7,1040,0,1954,0,98146,47.5078,-122.337,1040,6120,6.8,37.3,0,0
7942200050,2015-01-23,261000.0,4,1.75,1820,9824,1.0,0,0.0,5,7,1820,0,1968,0,98042,47.3833,-122.09299999999999,1410,11013,19.01,22.41,0,0
9528100963,2014-08-06,719000.0,3,3.0,1833,1706,3.0,0,0.0,3,9,1833,0,1998,0,98115,47.6827,-122.325,1466,1455,5.29,203.16,0,0
9297301495,2015-02-03,440000.0,3,2.5,2160,3738,2.0,0,0.0,3,8,2160,0,1994,0,98126,47.5661,-122.375,1500,4000,3.41,74.6,0,0
192300020,2014-05-21,525000.0,3,2.75,2100,10362,2.0,0,0.0,3,9,1510,590,1998,0,98045,47.4347,-121.417,2240,11842,44.28,42.13,0,0
9477100170,2014-07-21,375000.0,3,1.5,1370,9720,2.0,0,0.0,3,7,1370,0,1968,0,98034,47.7302,-122.197,1510,8775,10.62,33.81,0,0
6705120280,2015-03-31,428000.0,2,2.5,1414,1960,2.0,0,0.0,3,8,1414,0,1986,0,98006,47.5423,-122.189,1414,2511,7.99,126.85,0,0
7203220050,2014-11-18,988830.0,5,3.25,4115,7910,2.0,0,0.0,3,9,4115,0,2014,0,98053,47.6847,-122.016,3950,6765,15.67,82.23,0,0
6858700225,2014-10-04,199950.0,3,1.75,1550,6225,1.0,0,0.0,4,7,1550,0,1949,0,98002,47.3098,-122.21799999999999,1760,9496,21.15,25.72,0,0
8712100605,2014-10-28,840000.0,4,2.25,2100,3671,1.5,0,0.0,3,8,1750,350,1929,0,98112,47.6359,-122.3,1800,4560,2.54,145.56,0,0
5702380500,2014-09-08,285000.0,3,1.75,1160,7006,1.0,0,0.0,4,7,1160,0,1992,0,98022,47.1937,-121.98,1670,7750,32.89,34.9,0,0
6181430280,2014-09-15,330000.0,5,2.5,3597,4972,2.0,0,0.0,3,7,3597,0,2006,0,98001,47.3002,-122.28200000000001,3193,6000,21.26,38.51,0,0
7138000170,2015-01-02,147500.0,3,1.5,1230,10125,1.0,0,0.0,3,7,1230,0,1960,0,98198,47.397,-122.29899999999999,1970,10125,14.53,12.99,0,0
6669010290,2014-11-07,320000.0,4,2.5,2190,7125,2.0,0,0.0,5,8,2190,0,1978,0,98032,47.3709,-122.285,2190,8075,16.39,34.35,0,0
5706200280,2014-07-01,382500.0,3,1.75,1040,9000,1.0,0,0.0,4,7,1040,0,1967,0,98027,47.5253,-122.04299999999999,1750,10878,14.58,38.1,0,0
1338300170,2015-03-24,2050000.0,5,4.0,4690,8208,2.0,0,0.0,3,9,3040,1650,1926,0,98112,47.6321,-122.304,3300,8001,2.22,158.94,0,0
8562800250,2014-08-14,596000.0,4,2.25,2270,10000,1.0,0,0.0,5,8,1720,550,1974,0,98006,47.5599,-122.14200000000001,2270,10148,9.41,48.57,0,0
109210280,2014-11-11,220000.0,4,2.25,1950,7280,2.0,0,0.0,4,8,1950,0,1979,0,98023,47.2957,-122.37,1910,7280,21.51,23.84,0,0
3216900080,2014-09-25,325000.0,3,2.5,1880,6818,2.0,0,0.0,3,8,1880,0,1993,0,98031,47.4206,-122.18299999999999,1970,7000,14.58,37.36,0,0
629500170,2015-03-26,679950.0,4,2.5,2850,5664,2.0,0,0.0,3,9,2850,0,2001,0,98075,47.5835,-121.99600000000001,2850,5475,15.73,79.86,0,0
5272200005,2015-02-18,175000.0,2,1.0,1160,6911,1.0,0,0.0,3,7,1160,0,1947,0,98125,47.7149,-122.318,1120,6948,7.53,21.68,0,0
7205000080,2014-12-01,268000.0,3,1.75,1370,10050,1.0,0,1.0,4,7,1370,0,1966,0,98023,47.3338,-122.34100000000001,1720,10050,18.81,23.47,0,0
1117200170,2014-09-19,715000.0,4,3.5,3260,110579,2.0,0,0.0,3,10,3260,0,1997,0,98053,47.6436,-121.99700000000001,3470,97895,15.81,6.28,0,0
5561300480,2015-04-08,600000.0,7,2.25,3170,36384,2.0,0,0.0,3,8,3170,0,1969,0,98027,47.4654,-122.00299999999999,2460,38370,18.16,15.17,0,0
3293400010,2015-03-04,950000.0,5,2.5,3450,35880,2.0,0,0.0,3,11,3450,0,1992,0,98052,47.7173,-122.09899999999999,3450,26820,13.28,24.15,0,0
3421059049,2014-06-10,475000.0,2,1.75,1490,224334,1.0,0,2.0,3,8,1490,0,1983,0,98092,47.2645,-122.163,2350,213879,24.88,2.1,0,0
524069049,2015-04-02,700000.0,3,1.5,1460,78408,1.0,0,0.0,4,7,1460,0,1963,0,98075,47.59,-122.05799999999999,3320,7787,12.81,8.76,0,0
1524079093,2014-08-27,275000.0,3,1.75,1300,20700,1.0,0,0.0,3,7,1300,0,1962,0,98024,47.5587,-121.904,1930,37638,20.21,12.5,1,0
3832710680,2014-07-21,215000.0,4,2.0,1540,7575,1.0,0,0.0,4,7,1040,500,1978,0,98032,47.3664,-122.279,1720,7575,16.74,23.59,0,0
686200840,2015-04-22,593450.0,4,2.25,2130,7172,2.0,0,0.0,4,8,2130,0,1964,0,98008,47.6271,-122.11200000000001,1910,7653,10.35,63.8,0,0
8682310460,2014-07-09,498800.0,2,1.75,1350,4614,1.0,0,0.0,3,8,1350,0,2008,0,98053,47.7091,-122.015,1680,4775,16.37,83.64,0,0
446000190,2014-12-08,849000.0,5,3.25,2450,6534,2.0,0,0.0,3,8,1770,680,1951,2014,98115,47.688,-122.281,1620,6534,6.13,94.5,0,1
8805900430,2014-12-29,1150000.0,4,2.5,1940,4875,2.0,0,0.0,4,9,1940,0,1925,0,98112,47.6427,-122.304,1790,4875,2.84,168.75,0,0
3629921060,2014-07-15,825000.0,5,2.5,2890,5110,2.0,0,2.0,3,9,2890,0,2003,0,98029,47.5453,-121.995,3010,5110,16.25,103.12,0,0
8856890020,2015-02-24,265000.0,3,1.75,1680,9769,1.0,0,0.0,3,8,1340,340,1989,0,98058,47.4631,-122.126,1730,9686,13.78,23.15,0,0
2115510470,2014-12-23,285000.0,4,2.25,1960,10400,1.0,0,0.0,4,8,1220,740,1985,0,98023,47.3199,-122.39200000000001,1650,8660,19.96,23.06,0,0
1545803890,2014-12-31,240000.0,3,1.75,1590,7931,1.0,0,0.0,3,7,1190,400,1979,0,98038,47.3628,-122.05,1680,7931,21.35,25.21,0,0
3322049126,2014-07-21,261000.0,4,1.0,1390,17739,1.0,0,0.0,3,7,1390,0,1958,0,98003,47.3457,-122.302,1230,7840,18.04,13.64,0,0
6669020500,2014-06-27,330000.0,4,1.75,2440,7350,1.0,0,0.0,3,8,1610,830,1978,0,98032,47.3743,-122.285,2180,7680,16.16,33.71,0,0
3832710840,2014-06-02,250000.0,4,2.0,1850,7560,1.0,0,0.0,4,7,1540,310,1978,0,98032,47.3666,-122.277,1620,7658,16.74,26.57,0,0
7212651950,2014-07-10,350000.0,4,2.5,2800,9538,2.0,0,0.0,3,8,2800,0,1993,0,98003,47.2675,-122.307,1970,7750,23.42,28.37,0,0
1331900020,2014-09-25,930000.0,3,2.5,3780,35273,1.5,0,0.0,3,10,3780,0,1986,0,98072,47.7499,-122.119,3450,35273,14.02,23.81,0,0
7140200380,2014-10-30,275000.0,3,2.0,1910,8050,1.0,0,0.0,4,7,1000,910,1980,0,98030,47.37,-122.17,1780,7344,17.98,27.61,0,0
7972601235,2015-02-23,325000.0,4,2.25,2460,7620,1.0,0,0.0,3,7,1230,1230,1969,0,98106,47.5285,-122.345,2090,7620,5.4,32.24,0,0
2848700585,2015-04-24,255000.0,1,1.0,810,5000,1.0,0,1.0,3,7,590,220,1936,0,98106,47.5696,-122.36,1920,5000,2.84,43.89,0,0
6132600380,2015-03-20,562200.0,3,1.5,1900,5250,1.0,0,0.0,4,7,1500,400,1943,0,98117,47.6991,-122.39200000000001,1810,5250,6.99,78.63,0,0
2424059127,2014-08-20,952000.0,2,1.75,3490,88909,1.0,0,3.0,3,10,2320,1170,1980,0,98006,47.5462,-122.11200000000001,3490,40185,11.06,10.3,0,0
2591830130,2014-05-04,365000.0,3,2.5,2200,7350,1.0,0,0.0,5,8,1570,630,1988,0,98058,47.4395,-122.161,2350,7557,14.0,38.22,0,0
1771100130,2015-03-16,332900.0,3,1.5,1190,11996,1.0,0,0.0,4,7,1190,0,1969,0,98077,47.7561,-122.071,1190,9756,15.95,25.25,0,0
8856700190,2015-04-23,721000.0,3,2.25,2040,18360,2.0,0,0.0,4,8,2040,0,1983,0,98052,47.6976,-122.137,2590,21315,11.05,35.34,0,0
7852040080,2015-04-21,487275.0,4,2.5,2400,3986,2.0,0,0.0,3,8,2400,0,1999,0,98065,47.5344,-121.87700000000001,2070,3986,21.77,76.3,0,0
5648600190,2015-04-29,310000.0,3,2.5,1670,5791,2.0,0,0.0,3,7,1670,0,1995,0,98055,47.4424,-122.18799999999999,1610,6034,13.15,41.55,0,0
4154300275,2015-01-15,245000.0,2,1.0,990,4800,1.0,0,0.0,3,6,990,0,1908,0,98118,47.5615,-122.28,1700,5400,3.93,42.31,0,0
5438000280,2015-04-15,325000.0,3,1.75,2920,10573,1.0,0,0.0,4,7,2920,0,1964,0,98055,47.4429,-122.195,1560,10572,12.96,24.09,0,0
9201000480,2014-11-12,550000.0,3,1.75,1840,9401,1.0,0,0.0,3,8,1840,0,1971,0,98075,47.5847,-122.075,2850,14323,12.06,48.93,0,0
1604600660,2014-05-12,350000.0,2,1.0,910,4500,1.5,0,0.0,4,7,910,0,1906,0,98118,47.5633,-122.289,1270,3500,3.58,64.7,0,0
522069022,2014-07-14,599000.0,5,2.5,2950,72309,2.0,0,0.0,3,8,2950,0,2006,0,98058,47.4186,-122.079,1480,56192,17.52,7.96,0,0
4331400190,2014-11-12,259950.0,3,1.5,1240,9500,1.0,0,0.0,4,7,1240,0,1955,0,98166,47.4756,-122.35,1845,10125,9.06,24.2,0,0
9407150130,2014-12-01,240000.0,4,2.5,1980,7264,2.0,0,0.0,3,7,1980,0,1996,0,98038,47.3678,-122.01899999999999,1600,6380,22.01,25.96,0,0
2212900470,2015-02-11,186000.0,3,1.0,1200,10080,1.0,0,0.0,4,7,1200,0,1969,0,98042,47.3261,-122.135,1230,9800,21.42,16.49,0,0
6600220080,2015-02-04,395000.0,3,1.5,1280,15028,1.0,0,0.0,3,7,1280,0,1982,0,98074,47.6304,-122.035,1470,13698,13.93,24.22,0,0
9558050020,2014-09-15,475000.0,4,2.5,3150,5757,2.0,0,0.0,3,9,3150,0,2004,0,98058,47.4568,-122.117,3100,5757,14.39,53.33,0,0
8691300420,2014-08-04,815000.0,5,3.5,3500,10794,2.0,0,0.0,3,10,3500,0,1996,0,98075,47.5887,-121.97399999999999,3110,10837,16.72,57.02,0,0
5450300010,2014-09-02,572000.0,3,1.5,1680,13751,1.0,0,0.0,4,7,1680,0,1951,0,98040,47.5716,-122.227,1760,13500,5.45,37.07,0,0
339600460,2014-10-17,419500.0,3,2.5,1360,3188,2.0,0,0.0,3,7,1360,0,1986,0,98052,47.6831,-122.096,1090,3188,12.2,92.24,0,0
9264910920,2014-09-03,298700.0,3,2.25,2110,7350,1.0,0,0.0,3,8,1530,580,1980,0,98023,47.3088,-122.34100000000001,2640,7777,20.54,31.58,0,0
121029034,2014-06-24,549000.0,2,1.0,2034,13392,1.0,1,4.0,5,7,1159,875,1947,0,98070,47.3312,-122.50299999999999,1156,15961,20.59,35.59,0,0
2123049420,2015-04-22,278000.0,3,1.5,1900,9994,1.0,0,0.0,3,7,1120,780,1960,0,98168,47.4729,-122.301,1900,9994,9.32,23.37,0,0
7950302890,2014-12-30,455000.0,4,2.0,2380,4500,1.5,0,0.0,3,6,1470,910,1926,2014,98118,47.5652,-122.281,1300,4500,3.7,66.13,0,1
6117500430,2014-08-19,925000.0,5,3.5,4050,13495,1.0,0,2.0,4,9,2230,0,1988,0,98166,47.4384,-122.352,3210,13495,11.62,52.72,0,0
